Order Date,Year,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Brand Name,Product Sub Category,Product Category,Region,City,Country
13-12-2020,2020,120,3634.958869,15520.806,11885.84713,Store,Contoso Bluetooth Active Headphones L15 Red,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,New York,United States
16-12-2020,2020,13,813.5736163,3571.2,2757.626384,Reseller,The Phone Company Smart phones 320 x 320 M86 Grey,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
28-05-2018,2018,10,41.85736691,1160,1118.142633,Store,Proseware Mobile Receipt and Document Scanner M200 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Hackensack,United States
12-10-2018,2018,12,5323.372238,5850,526.627762,Store,SV Car Video LCD7W M7080 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Key West,United States
02-11-2018,2018,10,6.400937067,2000,1993.599063,Store,A. Datum Rangefinder Digital Camera X200 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Annapolis,United States
30-12-2018,2018,4,20.74412486,163.03,142.2858751,Store,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Europe,Stockport,United Kingdom
08-12-2018,2018,24,1372.479988,14421,13048.52001,Online,A. Datum SLR Camera X138 Silver Grey,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
10-07-2020,2020,20,31.88548184,678,646.1145182,Online,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Berlin,Germany
13-08-2020,2020,24,878.0266937,6456,5577.973306,Online,The Phone Company Smart phones 8 GB of Memory M400 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
31-03-2018,2018,4,299.4849178,473.6,174.1150822,Store,A. Datum Slim Digital Camera M180 Pink,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Tehran,Iran
14-07-2018,2018,10,1479.687852,2550,1070.312148,Store,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Stockholm,Sweden
19-10-2018,2018,12,2502.348391,3451,948.6516094,Store,A. Datum Super-zoom Digital Camera X300 Green,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Lowell,United States
15-12-2018,2018,6,131.6850028,335.944,204.2589972,Store,Contoso Travel Charger for S-Series Battery E302 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Littleton,United States
02-05-2020,2020,12,1768.73114,6590.61,4821.87886,Store,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Wide World Importers,Desktops,Computers,Europe,Bamberg,Germany
05-05-2018,2018,10,0.281660505,239,238.7183395,Store,Contoso Digital camera accessory kit M200 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Alexandria,United States
11-12-2018,2018,6,296.5866372,450.3,153.7133628,Store,Proseware Fax Machine E100 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Taipei,Taiwan
08-08-2020,2020,12,225.1244681,3340.8,3115.675532,Store,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Renton,United States
05-05-2018,2018,100,405.6182399,474,68.38176009,Store,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Rochester,United States
07-07-2018,2018,6,15.23639212,59.94,44.70360788,Store,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Bishkek,Kyrgyzstan
18-06-2018,2018,10,8230.672572,3690,-4540.672572,Online,SV Car Video LCD7 M7003 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
07-01-2019,2019,4,4.033467205,376.2,372.1665328,Store,WWI LCD17 E200 Black,Wide World Importers,Wide World Importers,Monitors,Computers,Europe,Manchester,United Kingdom
23-05-2019,2019,9,1217.898406,5643,4425.101594,Store,A. Datum SLR Camera X138 Silver Grey,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Asia,Shanghai,China
20-08-2019,2019,12,78.55113829,323.88,245.3288617,Store,Contoso Phone System Accessory Handset with Charger M308 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Bangkok,Thailand
14-12-2019,2019,13,350.409068,2031.873,1681.463932,Store,Contoso DVD 9-Inch Player Portable M300 Black,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Asia,Urumqi,China
25-02-2019,2019,8,164.0668202,954.6,790.5331798,Online,The Phone Company Smart phones without camera E100 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
24-09-2018,2018,80,564.7167089,324.8,-239.9167089,Store,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Europe,Ljubljana,Slovenia
23-07-2019,2019,36,266.2183137,1339.635,1073.416686,Reseller,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
02-11-2019,2019,24,5847.921318,8856,3008.078682,Store,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Adventure Works,Desktops,Computers,North America,Germantown,United States
14-10-2019,2019,12,11.94761727,1168.2,1156.252383,Store,Adventure Works LCD15 E100 Black,Adventure Works,Adventure Works,Monitors,Computers,North America,Morristown,United States
02-02-2018,2018,160,161.2588659,757.926,596.6671341,Store,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Renton,United States
16-02-2018,2018,9,199.4482042,203.4615,4.013295826,Store,Contoso Expandable Cordless Phone System M008 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Jacksonville,United States
04-04-2018,2018,4,1707.542212,1295.6,-411.9422116,Online,"Fabrikam SLR Camera 35"" M358 Grey","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
31-05-2018,2018,10,2631.013907,9990,7358.986093,Store,WWI Projector 720p DLP56 White,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Fall City,United States
19-05-2018,2018,10,3032.803072,3000,-32.80307242,Store,The Phone Company Smart phones Expert M400 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Boston,United States
17-07-2020,2020,10,707.8181591,8190,7482.181841,Store,Fabrikam Laptop17 M7000 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Europe,Madrid,Spain
26-12-2018,2018,13,316.6167619,483.476,166.8592381,Reseller,Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Beijing,China
25-11-2019,2019,20,117.5034567,9980,9862.496543,Online,Contoso Projector 480p M481 Black,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Asia,Beijing,China
03-02-2018,2018,13,3430.958664,3276.75,-154.2086641,Reseller,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
27-10-2019,2019,10,1759.960416,5690,3930.039584,Store,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,Asia,Bangkok,Thailand
13-02-2018,2018,4,86.11793876,194.961,108.8430612,Store,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Hoboken,United States
04-06-2018,2018,10,804.8982838,5560,4755.101716,Store,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Parkville,United States
05-06-2018,2018,10,5.151102698,1960,1954.848897,Store,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Parkville,United States
14-01-2019,2019,13,25.1795635,3683,3657.820437,Reseller,A. Datum Super-zoom Digital Camera X300 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
08-05-2019,2019,9,61.87372121,831.6,769.7262788,Online,WWI LCD17 E200 Black,Wide World Importers,Wide World Importers,Monitors,Computers,Asia,Beijing,China
28-04-2018,2018,9,1256.414732,1978,721.5852676,Online,The Phone Company Smart phones 6-LINE SCREEN M21 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
02-02-2019,2019,13,1029.245601,3526.55,2497.304399,Online,A. Datum Consumer Digital Camera E100 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
01-01-2019,2019,13,66.43726927,3819.2,3752.762731,Store,The Phone Company Touch Screen Phones Capacitive M908 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Toppenish,United States
14-10-2020,2020,10,380.026051,1329.9,949.873949,Store,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Wide World Importers,Bluetooth Headphones,Audio,Asia,Osaka,Japan
23-09-2020,2020,9,929.9972116,5156.8,4226.802788,Store,Fabrikam Laptop14.1 M4100 White,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Europe,Bucharest,Romania
22-08-2018,2018,12,762.0339199,896.885,134.8510801,Catalog,Contoso Genuine Leather Grip Belt E322 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,North Harford,United States
17-12-2018,2018,26,38552.17101,39390,837.8289878,Online,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Beijing,China
12-12-2019,2019,13,42.97587261,215.773,172.7971274,Online,Contoso Phone with 13-Number Memory (210) M301 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Beijing,China
18-03-2019,2019,9,61.09324402,327.3615,266.268256,Store,Contoso Multi-Use Terminal Cable E308 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Lewiston,United States
21-01-2019,2019,6,131.2358789,199.746,68.51012107,Store,Contoso Multi-Use Terminal Cable E308 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Hackensack,United States
16-11-2019,2019,10,2317.801049,1190,-1127.801049,Reseller,SV 16xDVD M320 Black,Southridge Video,Southridge Video,VCD & DVD,TV and Video,North America,Seattle,United States
28-03-2018,2018,12,1126.547682,5953.07,4826.522318,Online,WWI Projector 480p DLP12 White,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Europe,Berlin,Germany
02-01-2019,2019,13,300.5244282,2398.5,2097.975572,Store,A. Datum Consumer Digital Camera M300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Vineland,United States
15-07-2018,2018,10,11016.92367,3829.5,-7187.423672,Store,WWI Laptop12 M0120 Black,Wide World Importers,Wide World Importers,Laptops,Computers,North America,Parker,United States
24-05-2018,2018,12,12.89664739,3828,3815.103353,Store,SV Car Video TFT7 M7002 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Europe,Copenhagen,Denmark
17-10-2018,2018,6,47.96824598,564.3,516.331754,Store,Proseware LCD17 E200 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,Kennewick,United States
27-07-2018,2018,10,7846.120102,3829.5,-4016.620102,Online,Proseware Laptop12 M210 Black,"Proseware, Inc.",Proseware,Laptops,Computers,North America,Bethesda,United States
30-01-2020,2020,13,294.9366091,1751.4,1456.463391,Catalog,Proseware Screen 85in E1010 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,North Harford,United States
27-04-2018,2018,9,701.7422128,1760,1058.257787,Online,A. Datum Rangefinder Digital Camera X200 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
06-11-2018,2018,8,320.5334483,3140.64,2820.106552,Store,"Fabrikam SLR Camera 35"" X358 Pink","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Europe,Dusseldorf,Germany
03-10-2019,2019,10,2419.559646,3120,700.4403543,Store,A. Datum SLR Camera M137 Grey,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Europe,Moscow,Russia
11-11-2019,2019,10,298.8821302,3000,2701.11787,Store,Contoso Touch Screen Phones Infrared M901 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,Charlottesville,United States
21-11-2019,2019,10,2486.447984,3280,793.5520165,Store,"Fabrikam SLR Camera 35"" M358 Blue","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Asia,Tokyo,Japan
25-02-2020,2020,16,12.87619316,779.376,766.4998068,Store,Contoso Carrying Case E312 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Ljubljana,Slovenia
17-08-2018,2018,6,69.22504135,251.94,182.7149586,Reseller,SV PCI Network Adapter E905 Silver,Southridge Video,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
03-11-2018,2018,10,30.00193028,3290,3259.99807,Store,Contoso Home Theater System 4.1 Channel M1410 Silver,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Germantown,United States
24-07-2019,2019,10,722.9327409,2300,1577.067259,Store,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Falmouth,United States
19-01-2021,2021,8,2261.478925,4716,2454.521075,Store,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Lisbon,Portugal
16-06-2018,2018,10,420.2286147,3580,3159.771385,Store,"Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,Charleston,United States
21-08-2018,2018,5,472.1976211,849.95,377.7523789,Store,"Adventure Works 20"" CRT TV E15 Black",Adventure Works,Adventure Works,Televisions,TV and Video,Europe,Nice,France
02-06-2019,2019,10,2681.987012,1699.9,-982.0870121,Store,"Adventure Works 20"" CRT TV E15 Silver",Adventure Works,Adventure Works,Televisions,TV and Video,North America,Annapolis,United States
20-07-2020,2020,10,886.5137182,2900,2013.486282,Store,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Germantown,United States
25-05-2020,2020,18,43.45854044,1031.828,988.3694596,Store,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Asia,Bangkok,Thailand
28-07-2020,2020,60,1793.829435,2519.4,725.5705652,Catalog,SV PCI Network Adapter E903 Silver,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,North Harford,United States
25-07-2018,2018,5,0.530307391,59.5,58.96969261,Store,Contoso 90W AC/DC Power Adapter E300 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Sheboygan,United States
16-11-2018,2018,10,261.9071705,680,418.0928295,Store,Contoso Lens Adapter M450 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Minden,United States
04-08-2019,2019,12,410.2289183,2316.6,1906.371082,Store,A. Datum Point n' Shoot Digital Camera M500 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Parkville,United States
24-10-2020,2020,36,218.8123569,15485.1,15266.28764,Online,"Fabrikam SLR Camera 35"" X358 Gold","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
31-10-2020,2020,48,1803.860476,8160,6356.139524,Catalog,Fabrikam Social Videographer 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,North Harford,United States
06-02-2020,2020,8,88.54928039,3227.88,3139.33072,Store,"Fabrikam SLR Camera 35"" X358 Blue","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,Europe,Stockholm,Sweden
04-09-2020,2020,12,166.1392943,6540.3,6374.160706,Store,WWI Desktop PC2.30 M2300 White,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Miami,United States
28-08-2020,2020,24,314.0459632,359.76,45.7140368,Store,Contoso General Soft Carrying Case E318 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Ashgabat,Turkmenistan
17-10-2020,2020,12,561.9574712,6708,6146.042529,Store,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Milwaukee,United States
07-02-2020,2020,6,561.665173,1660.7265,1099.061327,Online,Contoso 8GB Clock & Radio MP3 Player X850 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Asia,Beijing,China
12-10-2018,2018,4,6.806932522,147.96,141.1530675,Store,Contoso Multi-Use Terminal Cable E308 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Leeds,United Kingdom
16-09-2019,2019,20,4590.777112,7659,3068.222888,Reseller,Adventure Works Laptop12 M1201 White,Adventure Works,Adventure Works,Laptops,Computers,Asia,Beijing,China
10-10-2019,2019,10,551.0505902,2290,1738.94941,Online,WWI Projector 480p LCD12 Black,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Asia,Beijing,China
25-12-2019,2019,8,132.963589,928.8,795.836411,Reseller,Contoso Multimedia Speakers M25 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
22-02-2019,2019,26,1152.114313,4826,3673.885687,Online,Contoso Screen 100in E010 White,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Asia,Beijing,China
01-07-2018,2018,5,4.531213028,64.75,60.21878697,Store,Contoso Mouse Lock Bundle E200 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Lakeland,United States
09-06-2020,2020,20,168.5970709,4000,3831.402929,Store,The Phone Company Touch Screen Phones - LCD M12 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Fredericksburg,United States
18-10-2020,2020,10,36.302357,2510,2473.697643,Reseller,Contoso Screen 106in M060 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Asia,Beijing,China
28-02-2018,2018,4,74.00576342,786.05,712.0442366,Store,Contoso Home Theater System 2.1 Channel E1220 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Minden,United States
04-02-2019,2019,9,381.9771974,6132.1,5750.122803,Store,Litware Home Theater System 5.1 Channel M513 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Ottawa,Canada
14-05-2018,2018,5,83.71597631,84.95,1.234023695,Catalog,Contoso 3 Handset Cordless Phone System  E30 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,North Harford,United States
06-09-2019,2019,12,1411.146433,26851.5,25440.35357,Store,Proseware Projector 1080p LCD86 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Yakima,United States
20-06-2020,2020,20,752.3211218,1000,247.6788782,Store,Contoso Bluetooth Notebook Mouse E70 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Milliken,United States
17-08-2020,2020,24,186.5821542,239.76,53.1778458,Online,Contoso Single-line phones E10 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Beijing,China
14-02-2018,2018,8,385.366327,1402.2,1016.833673,Store,A. Datum Consumer Digital Camera M300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Carlisle,United Kingdom
30-04-2018,2018,4,296.2911197,376.2,79.90888032,Store,Adventure Works LCD17 E200 White,Adventure Works,Adventure Works,Monitors,Computers,North America,Orange,United States
01-08-2018,2018,12,7.077253133,3984,3976.922747,Online,Contoso SLR Camera M144 Gold,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
17-07-2018,2018,10,3410.470349,1599.9,-1810.570349,Store,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Koln,Germany
25-06-2018,2018,10,571.9389995,2680,2108.061,Store,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Winchester,United States
15-06-2018,2018,10,91.13817013,2680,2588.86183,Store,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Torino,Italy
17-12-2018,2018,13,1.763460455,283.836,282.0725395,Online,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
25-11-2019,2019,10,220.459181,1590,1369.540819,Store,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Yerevan,Armenia
05-04-2018,2018,12,21.16572969,4805.2,4784.03427,Store,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Edinburgh,United Kingdom
18-02-2019,2019,8,117.7472977,4514.4,4396.652702,Reseller,A. Datum SLR Camera X135 Black,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Europe,Paris,France
28-03-2019,2019,9,411.1204953,8010,7598.879505,Store,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Mumbai,India
09-04-2019,2019,9,1.315536985,83.6,82.28446301,Store,Contoso Education Essentials Bundle M300 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Wapato,United States
29-06-2018,2018,5,92.98238907,124.95,31.96761093,Store,Contoso Mini Battery Charger Kit E320 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Landstuhl,Germany
10-06-2018,2018,12,62.29045056,249.9,187.6095494,Online,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Beijing,China
15-08-2020,2020,12,1.306385502,1758.2,1756.893614,Store,Proseware Duplex Scanner M200 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Back River,United States
05-06-2020,2020,40,42.73087155,599.6,556.8691285,Catalog,Contoso General Soft Carrying Case E318 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,North Harford,United States
02-01-2021,2021,6,3182.267185,1735.534,-1446.733185,Store,Contoso 8GB Clock & Radio MP3 Player X850 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Fort Collins,United States
03-05-2019,2019,9,925.9794285,1711.4,785.4205715,Store,SV Car Video AM/FM E1000 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Sydney,Australia
09-11-2018,2018,5,40.5045143,249.8,209.2954857,Store,Contoso Carrying Case E312 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Winchester,United States
02-07-2019,2019,10,0.02141374,138.9,138.8785863,Store,Contoso DVD 58 DVD Storage Binder M55 Red,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Old Saybrook,United States
07-12-2020,2020,13,1073.389793,4686.3,3612.910207,Store,SV Car Video LCD7 M7002 Black,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Mumbai,India
15-04-2018,2018,9,317.1884228,2928.1,2610.911577,Store,Contoso Home Theater System 2.1 Channel M1210 Silver,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Leominster,United States
03-02-2020,2020,18,166.4615057,860.7025,694.2409943,Store,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,North America,Lafayette,United States
28-07-2018,2018,100,112.9168903,1499,1386.08311,Store,Contoso Rubberized Skin BlackBerry E100 Black,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Europe,Stockport,United Kingdom
20-01-2021,2021,8,902.6208341,2833.83,1931.209166,Store,Proseware Laptop12 M210 Black,"Proseware, Inc.",Proseware,Laptops,Computers,Europe,Liverpool,United Kingdom
22-08-2020,2020,24,4448.904742,4560,111.0952578,Store,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Richardson,United States
24-07-2018,2018,36,15735.14623,17996.4,2261.253772,Online,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Adventure Works,Desktops,Computers,Asia,Beijing,China
30-09-2018,2018,4,0.865835859,49.362,48.49616414,Store,Contoso 512MB MP3 Player E51 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Europe,Bamberg,Germany
27-05-2019,2019,12,568.1339137,4056,3487.866086,Online,"A. Datum SLR Camera 35"" M358 Gold",A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
21-07-2019,2019,10,347.7741088,3010,2662.225891,Store,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bellevue,United States
06-09-2019,2019,20,16.05934844,431.4,415.3406516,Reseller,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Asia,Beijing,China
18-02-2020,2020,9,1441.564783,894.9105,-546.6542832,Store,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,North America,New York,United States
02-06-2018,2018,5,124.9934842,1000,875.0065158,Store,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bar Harbor,United States
16-07-2020,2020,20,204.5890951,458,253.4109049,Store,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Norfolk,United States
18-04-2019,2019,9,1077.225644,3000.15,1922.924356,Store,Contoso Home Theater System 5.1 Channel M1520 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Arlington,United States
07-04-2020,2020,18,126.5813793,3383.1,3256.518621,Store,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Loveland,United States
01-03-2020,2020,27,12412.75653,31638.699,19225.94247,Catalog,"Adventure Works 40"" LCD HDTV M690 White",Adventure Works,Adventure Works,Televisions,TV and Video,North America,North Harford,United States
08-08-2018,2018,12,405.5091459,2725.8,2320.290854,Store,A. Datum Full Frame Digital Camera X300 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Redmond,United States
30-09-2019,2019,12,1967.285481,10234,8266.714519,Reseller,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Seattle,United States
