Product Name,Total Profit,%Profit Contribution,%age Cummulative Profit Contribution
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",12500,0.0004,0.9016
Contoso DVD 9-Inch Player Portable M300 White,12497,0.0004,0.902
A. Datum Consumer Digital Camera M300 Black,12487,0.0004,0.9023
A. Datum SLR-like Digital Camera M400 Green,12479,0.0004,0.9027
A. Datum Consumer Digital Camera M300 Green,12472,0.0004,0.903
A. Datum Ultra Compact Digital Camera M190 Azure,12442,0.0003,0.9034
Fabrikam Social Videographer 1/3'' 8.5mm E200 White,12341,0.0003,0.9037
The Phone Company Smart phones Unlocked M300 Gold,12321,0.0003,0.904
Contoso DVD 9-Inch Player Portable M300 Silver,12297,0.0003,0.9044
WWI Screen 113in M1610 Silver,12296,0.0003,0.9047
WWI 2GB Spy Video Recorder Pen M300 Black,12266,0.0003,0.9051
A. Datum Ultra Compact Digital Camera M190 Green,12241,0.0003,0.9054
SV Car Video AM/FM E1001 Silver,12231,0.0003,0.9058
Adventure Works LCD19 E108 White,12196,0.0003,0.9061
Contoso Screen 125in M250 Black,12105,0.0003,0.9065
Proseware All-In-One Photo Printer M200 White,12059,0.0003,0.9068
The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,11964,0.0003,0.9071
SV 16xDVD M360 Black,11961,0.0003,0.9075
WWI Wireless Transmitter and Bluetooth Headphones X250 Red,11960,0.0003,0.9078
SV 16xDVD E340 Silver,11958,0.0003,0.9081
A. Datum Compact Digital Camera M200 Azure,11930,0.0003,0.9085
Contoso Bluetooth Active Headphones L15 Red,11886,0.0003,0.9088
Proseware Photo Ink jet Printer E290 White,11855,0.0003,0.9091
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,11850,0.0003,0.9095
Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,11848,0.0003,0.9098
A. Datum Advanced Digital Camera M300 Pink,11827,0.0003,0.9101
Contoso Screen 85in E085 Silver,11822,0.0003,0.9105
A. Datum Rangefinder Digital Camera X200 Grey,11795,0.0003,0.9108
Contoso Screen 125in M250 Silver,11782,0.0003,0.9111
SV Car Video LCD7 M7001 Black,11779,0.0003,0.9115
A. Datum Slim Digital Camera M180 Pink,11749,0.0003,0.9118
Proseware Duplex Scanner M200 Grey,11740,0.0003,0.9121
WWI 1GBPulse Smart pen E50 Black,11721,0.0003,0.9124
A. Datum Advanced Digital Camera M300 Silver,11628,0.0003,0.9128
Contoso Laptop Keyboard X105 White,11611,0.0003,0.9131
The Phone Company Smart phones 160x160 M26 White,11556,0.0003,0.9134
"Fabrikam SLR Camera 35"" M358 Black",11501,0.0003,0.9138
SV DVD Recorder L210 Silver,11501,0.0003,0.9141
Contoso DVD Recorder L220 White,11424,0.0003,0.9144
"Contoso SLR Camera 35"" M358 Silver Grey",11415,0.0003,0.9147
WWI LCD24W X300 Black,11348,0.0003,0.915
Contoso 32GB Video MP3 Player M3200 Red,11302,0.0003,0.9154
A. Datum SLR Camera X141 Blue,11234,0.0003,0.9157
"Adventure Works 19"" Color Digital TV E35 Black",11179,0.0003,0.916
The Phone Company Smart phones 8 GB of Memory M400 White,11177,0.0003,0.9163
Contoso Phone Tough Skin Case E140 Black,11151,0.0003,0.9166
The Phone Company Touch Screen Phones - CRT M11 Gold,11140,0.0003,0.9169
The Phone Company Smart phones without camera E100 White,11120,0.0003,0.9172
The Phone Company Touch Screen Phones - LCD M12 Gold,11088,0.0003,0.9175
Contoso Touch Screen Phones - LCD M12 Black,11070,0.0003,0.9179
Proseware Screen 113in X1609 Black,11056,0.0003,0.9182
SV Car Video LCD9.2W X9280 Black,10981,0.0003,0.9185
A. Datum Rangefinder Digital Camera X200 Black,10913,0.0003,0.9188
WWI LCD17W E200 White,10909,0.0003,0.9191
Adventure Works Desktop PC2.30 MD230 White,10861,0.0003,0.9194
SV 16xDVD M330 Silver,10821,0.0003,0.9197
Contoso Home Theater System 5.1 Channel M1510 White,10813,0.0003,0.92
Proseware Screen 100in M1609 Black,10789,0.0003,0.9203
The Phone Company Touch Screen Phones - LCD M12 Black,10775,0.0003,0.9206
Contoso SLR Camera M145 Pink,10707,0.0003,0.9209
A. Datum All in One Digital Camera M200 Silver,10691,0.0003,0.9212
A. Datum SLR Camera M138 Silver Grey,10691,0.0003,0.9215
Adventure Works LCD22 M200 White,10683,0.0003,0.9218
Proseware LCD17W E202 White,10680,0.0003,0.9221
The Phone Company Smart phones Unlocked International M800 Gold,10604,0.0003,0.9224
WWI LCD19W M100 Black,10582,0.0003,0.9227
Contoso Lens Adapter M450 Black,10573,0.0003,0.923
"Fabrikam Social Videographer 1/2"" 3mm E300 Orange",10447,0.0003,0.9233
A. Datum SLR-like Digital Camera M400 Orange,10431,0.0003,0.9236
Fabrikam SLR Camera M148 Gold,10428,0.0003,0.9239
A. Datum Compact Digital Camera M200 Silver,10424,0.0003,0.9242
"A. Datum SLR Camera 35"" M358 Grey",10420,0.0003,0.9245
Contoso DVD 15-Inch Player Portable L200 Black,10414,0.0003,0.9248
Contoso 8GB MP3 Player new model M820 Yellow,10379,0.0003,0.9251
Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,10351,0.0003,0.9253
Proseware LCD19W M100 White,10350,0.0003,0.9256
WWI Desktop PC1.80 E1801 White,10339,0.0003,0.9259
"Fabrikam Social Videographer 1"" 25mm E400 Blue",10320,0.0003,0.9262
Adventure Works CRT19 E10 Black,10191,0.0003,0.9265
WWI Desktop PC1.80 E1801 Brown,10157,0.0003,0.9268
Proseware Laptop19 X910 Black,10124,0.0003,0.9271
The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,10078,0.0003,0.9274
The Phone Company Smart phones Unlocked M300 Grey,10023,0.0003,0.9276
Contoso DVD Recorder L210 Silver,10005,0.0003,0.9279
Contoso DVD 7-Inch Player Portable E200 Black,9983,0.0003,0.9282
SV DVD 9-Inch Player Portable M300 Silver,9952,0.0003,0.9285
Contoso Telephoto Conversion Lens M350 Blue,9939,0.0003,0.9288
A. Datum All in One Digital Camera M200 Grey,9905,0.0003,0.929
WWI 4GB Video Recording Pen X200 Black,9898,0.0003,0.9293
SV Car Video TFT6.2W E6281 Brown,9895,0.0003,0.9296
Proseware High Speed Laser Fax M2000 Grey,9867,0.0003,0.9299
Proseware All-In-One Photo Printer M200 Grey,9842,0.0003,0.9301
Proseware Screen 106in M1609 Silver,9823,0.0003,0.9304
WWI CRT17 E106 White,9814,0.0003,0.9307
Proseware Ink Jet Fax Machine E100 Grey,9813,0.0003,0.931
Fabrikam Social Videographer 1/2'' 3mm E300 White,9769,0.0003,0.9312
"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",9767,0.0003,0.9315
"Adventure Works 15.6"" LCD TV M130W Brown",9755,0.0003,0.9318
The Phone Company PDA Palm 4.7 inch L850 White,9745,0.0003,0.9321
Contoso Rubberized Skin BlackBerry E100 White,9736,0.0003,0.9323
WWI LCD19W M100 White,9734,0.0003,0.9326
Fabrikam Laptop8.9W E0880 Silver,9657,0.0003,0.9329
Litware Home Theater System 4.1 Channel M413 Brown,9633,0.0003,0.9332
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",9573,0.0003,0.9334
WWI Wireless Transmitter and Bluetooth Headphones X250 White,9554,0.0003,0.9337
Proseware Photo Ink Jet Printer M100 White,9526,0.0003,0.934
A. Datum Consumer Digital Camera E100 Grey,9500,0.0003,0.9342
SV 16xDVD M320 Black,9425,0.0003,0.9345
The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,9423,0.0003,0.9348
Proseware Photo Ink Jet Printer M100 Black,9406,0.0003,0.935
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,9378,0.0003,0.9353
Adventure Works CRT15 E101 Black,9358,0.0003,0.9356
"Adventure Works 15.6"" LCD TV M130W Silver",9319,0.0003,0.9358
WWI CRT17 E106 Black,9311,0.0003,0.9361
SV 4GB Laptop Memory M65 Yellow,9303,0.0003,0.9363
Adventure Works CRT17 E105 Black,9147,0.0003,0.9366
Proseware Fax Machine E100 White,9129,0.0003,0.9368
SV Car Video AM/FM E1000 Black,9102,0.0003,0.9371
Adventure Works LCD19W M100 White,9047,0.0003,0.9374
WWI Screen 100in M1609 White,9044,0.0003,0.9376
Proseware LCD17 E200 White,9020,0.0003,0.9379
"Fabrikam SLR Camera 35"" M358 Pink",9004,0.0003,0.9381
Contoso Genuine Leather Grip Belt E322 Grey,8973,0.0003,0.9384
A. Datum SLR-like Digital Camera M400 Pink,8932,0.0003,0.9386
Proseware Fax Phone E100 White,8904,0.0003,0.9389
WWI 1GB Digital Voice Recorder Pen E100 Black,8888,0.0002,0.9391
Proseware Ink Jet Wireless All-In-One Printer M400 White,8863,0.0002,0.9394
Contoso Home Theater System 5.1 Channel M1520 Silver,8834,0.0002,0.9396
SV DVD 7-Inch Player Portable E200 White,8807,0.0002,0.9399
WWI Stereo Bluetooth Headphones E1000 Black,8785,0.0002,0.9401
The Phone Company Finger Touch Screen Phones M30 Grey,8752,0.0002,0.9404
WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,8723,0.0002,0.9406
"Adventure Works 13"" Color TV E25 Black",8620,0.0002,0.9408
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",8565,0.0002,0.9411
Proseware CRT15 E10 White,8535,0.0002,0.9413
Contoso Original K1m Li-Ion Standard Battery E170 Black,8502,0.0002,0.9416
A. Datum Rangefinder Digital Camera X200 Azure,8496,0.0002,0.9418
Contoso Home Theater System 5.1 Channel M1540 Brown,8494,0.0002,0.942
Proseware Ink Jet Wireless All-In-One Printer M400 Green,8493,0.0002,0.9423
The Phone Company PDA Phone Unlocked 3.5 inches M530 White,8491,0.0002,0.9425
"Adventure Works 32"" LCD HDTV M130 Silver",8483,0.0002,0.9428
Proseware Screen 85in E1010 White,8467,0.0002,0.943
SV 16xDVD M320 Silver,8464,0.0002,0.9432
Fabrikam Social Videographer 2/3'' 17mm E100 Grey,8408,0.0002,0.9435
WWI 1GB Pulse Smart pen E50 Silver,8370,0.0002,0.9437
WWI LCD17 E200 Black,8363,0.0002,0.9439
WWI 2GB Pulse Smart pen M100 White,8343,0.0002,0.9442
WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,8337,0.0002,0.9444
A. Datum Point Shoot Digital Camera M500 Black,8329,0.0002,0.9446
"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",8328,0.0002,0.9449
A. Datum Advanced Digital Camera M300 Azure,8294,0.0002,0.9451
The Phone Company PDA GPS Phone 4.7 inch L950 Silver,8260,0.0002,0.9453
Proseware Ink Jet All in one M300 Black,8249,0.0002,0.9456
Proseware Photo Smart All-in-One Printer M380 White,8231,0.0002,0.9458
WWI Screen 106in M1609 Silver,8225,0.0002,0.946
"Adventure Works 13"" Color TV E25 White",8213,0.0002,0.9463
SV Keyboard E10 White,8210,0.0002,0.9465
Contoso Home Theater System 5.1 Channel M1540 White,8194,0.0002,0.9467
The Phone Company Smart phones without camera E100 Gold,8151,0.0002,0.947
Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,8147,0.0002,0.9472
Proseware CRT17 E104 Black,8058,0.0002,0.9474
Proseware Photo Inkjet Printer E290 Black,8044,0.0002,0.9476
SV 16xDVD M360 Silver,8024,0.0002,0.9479
SV 80GB USB2.0 Portable Hard Disk E500 Yellow,8002,0.0002,0.9481
Contoso Lens Adapter M450 White,7987,0.0002,0.9483
Contoso Screen 113in M251 Black,7942,0.0002,0.9485
"Adventure Works 15.6"" LCD TV M130W Black",7921,0.0002,0.9488
Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,7913,0.0002,0.949
Proseware Photo Smart All-in-One Printer M380 Grey,7824,0.0002,0.9492
The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,7808,0.0002,0.9494
Fabrikam Business Videographer 1/2'' 3mm M500 White,7752,0.0002,0.9496
A. Datum Advanced Digital Camera M300 Green,7750,0.0002,0.9499
WWI 4GB Video Recording Pen X200 Red,7739,0.0002,0.9501
Contoso Screen 80in E080 White,7691,0.0002,0.9503
Adventure Works LCD15 E100 White,7682,0.0002,0.9505
SV 16xDVD E340 Black,7581,0.0002,0.9507
Proseware LCD15 E103 White,7560,0.0002,0.9509
Contoso Home Theater System 2.1 Channel E1220 Silver,7559,0.0002,0.9511
Proseware Screen 80in E1010 Silver,7542,0.0002,0.9514
SV Car Video TFT7 M7002 Black,7527,0.0002,0.9516
"Adventure Works 20"" CRT TV E15 Silver",7527,0.0002,0.9518
Proseware All-In-One Photo Printer M200 Black,7423,0.0002,0.952
Contoso In-Line Coupler E180 White,7422,0.0002,0.9522
WWI 1GB Digital Voice Recorder Pen E100 White,7384,0.0002,0.9524
Proseware Screen 80in E1010 Black,7358,0.0002,0.9526
SV Car Video TFT6.2W E6282 Silver,7358,0.0002,0.9528
Proseware Laser Jet Printer E100 Black,7335,0.0002,0.953
Proseware Screen 80in E1010 White,7315,0.0002,0.9532
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,7277,0.0002,0.9534
Contoso Screen 113in M251 Silver,7271,0.0002,0.9536
Contoso 4GB Portable MP3 Player M450 Yellow,7245,0.0002,0.9538
Proseware Ink Jet Wireless All-In-One Printer M400 Grey,7245,0.0002,0.954
The Phone Company PDA Wifi 4.7-inch L290 Silver,7234,0.0002,0.9542
"Contoso SLR Camera 35"" X358 Blue",7229,0.0002,0.9545
"Fabrikam Social Videographer 1"" 25mm E400 Orange",7113,0.0002,0.9547
The Phone Company Smart phones 4 GB of Memory M300 Pink,7102,0.0002,0.9549
Contoso In-Line Coupler E180 Black,7099,0.0002,0.9551
The Phone Company Smart phones without camera E100 Grey,7098,0.0002,0.9552
WWI LCD20 M220 Black,7072,0.0002,0.9554
A. Datum Slim Digital Camera M180 Black,7071,0.0002,0.9556
Contoso Home Theater System 2.1 Channel E1200 Brown,7056,0.0002,0.9558
"Adventure Works 19"" Color Digital TV E35 Brown",7037,0.0002,0.956
A. Datum Compact Digital Camera M200 Pink,7017,0.0002,0.9562
Contoso 4GB Flash MP3 Player E401 Silver,6991,0.0002,0.9564
WWI Screen 106in M1609 White,6953,0.0002,0.9566
A. Datum Slim Digital Camera M180 Orange,6944,0.0002,0.9568
The Phone Company Smart phones without camera E100 Pink,6940,0.0002,0.957
Contoso Conversion Lens M550 Blue,6932,0.0002,0.9572
Contoso Laptop Keyboard X105 Brown,6905,0.0002,0.9574
"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",6899,0.0002,0.9576
WWI LCD19 E107 Black,6869,0.0002,0.9578
Contoso Original K1m Li-Ion Standard Battery E170 White,6867,0.0002,0.958
Contoso Carrying Case E312 Silver,6847,0.0002,0.9582
A. Datum Slim Digital Camera M180 Grey,6782,0.0002,0.9584
Fabrikam Social Videographer 1/2'' 3mm E300 Black,6779,0.0002,0.9586
Proseware CRT19 E201 White,6724,0.0002,0.9588
A. Datum All in One Digital Camera M200 Orange,6689,0.0002,0.9589
Proseware LCD15 E103 Black,6686,0.0002,0.9591
Contoso 4GB Flash MP3 Player E401 Blue,6685,0.0002,0.9593
WWI LCD17 E205 White,6682,0.0002,0.9595
Contoso Telephoto Conversion Lens M350 Silver,6665,0.0002,0.9597
Litware Home Theater System 4.1 Channel M410 Silver,6662,0.0002,0.9599
SV 16xDVD M330 Black,6611,0.0002,0.9601
Proseware Scan Jet Digital Flat Bed Scanner M300 Black,6605,0.0002,0.9603
Contoso Multimedia Speakers M25 Black,6592,0.0002,0.9604
Contoso 8GB MP3 Player new model M820 White,6584,0.0002,0.9606
Proseware All-In-One Photo Printer M200 Green,6574,0.0002,0.9608
The Phone Company Smart phones 4 GB of Memory M300 Grey,6570,0.0002,0.961
Contoso Private Automatic Branch Exchange M65 Black,6563,0.0002,0.9612
A. Datum Advanced Digital Camera M300 Black,6532,0.0002,0.9614
Contoso Screen 100in E010 Silver,6531,0.0002,0.9615
SV 40GB USB2.0 Portable Hard Disk E400 Yellow,6501,0.0002,0.9617
Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,6491,0.0002,0.9619
The Phone Company PDA Phone 3.7 inches M340 White,6481,0.0002,0.9621
WWI Stereo Bluetooth Headphones E1000 White,6453,0.0002,0.9623
"Adventure Works 32"" LCD HDTV M130 White",6437,0.0002,0.9625
Proseware LCD17W E202 Black,6434,0.0002,0.9626
Proseware Scan Jet Digital Flat Bed Scanner M300 Green,6431,0.0002,0.9628
Proseware Ink Jet Fax Machine E100 Black,6429,0.0002,0.963
Contoso DVD 12-Inch Player Portable M400 Black,6394,0.0002,0.9632
Contoso 8GB Super-Slim MP3/Video Player M800 Red,6388,0.0002,0.9634
Headphone Adapter for Contoso Phone E130 White,6334,0.0002,0.9635
SV 8xDVD E100 Silver,6323,0.0002,0.9637
SV DVD 7-Inch Player Portable E200 Silver,6323,0.0002,0.9639
The Phone Company PDA Palm 3.7 inch M830 White,6314,0.0002,0.9641
SV Keyboard E90 White,6306,0.0002,0.9642
Proseware Mobile Receipt and Document Scanner M200 White,6303,0.0002,0.9644
Contoso Screen 125in M250 White,6277,0.0002,0.9646
SV DVD 14-Inch Player Portable L100 White,6277,0.0002,0.9648
Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,6265,0.0002,0.9649
Proseware Laser Jet Color Printer X300 Grey,6191,0.0002,0.9651
WWI 4GB Video Recording Pen X200 Pink,6173,0.0002,0.9653
Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,6157,0.0002,0.9655
WWI Wireless Transmitter and Bluetooth Headphones X250 Black,6154,0.0002,0.9656
WWI 4GB Video Recording Pen X200 Yellow,6134,0.0002,0.9658
Contoso Screen 85in E085 Black,6127,0.0002,0.966
A. Datum Bridge Digital Camera M300 Black,6086,0.0002,0.9662
Contoso Bluetooth Notebook Mouse E70 White,6070,0.0002,0.9663
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",6054,0.0002,0.9665
SV Wireless LAN PCI Network Card Adapter E900 Black,6013,0.0002,0.9667
Proseware Photo Ink Jet Printer E290 Grey,6005,0.0002,0.9668
Litware Home Theater System 4.1 Channel M412 Brown,5972,0.0002,0.967
SV DVD 9-Inch Player Portable M300 White,5970,0.0002,0.9672
Adventure Works Laptop12 M1200 Black,5951,0.0002,0.9673
Fabrikam Social Videographer 2/3'' 17mm E100 Black,5934,0.0002,0.9675
Contoso 8GB MP3 Player new model M820 Black,5917,0.0002,0.9677
SV DVD 12-Inch Player Portable M400 White,5913,0.0002,0.9678
SV 22xDVD X680 Silver,5896,0.0002,0.968
SV 80GB USB2.0 Portable Hard Disk E500 Red,5872,0.0002,0.9682
Contoso 32GB Video MP3 Player M3200 Pink,5867,0.0002,0.9683
Adventure Works CRT17 E105 White,5818,0.0002,0.9685
SV 2GB Laptop memory E800 Silver,5785,0.0002,0.9687
A. Datum Advanced Digital Camera M300 Orange,5736,0.0002,0.9688
Adventure Works CRT19 E10 White,5706,0.0002,0.969
SV 40GB USB2.0 Portable Hard Disk E400 Silver,5704,0.0002,0.9691
Contoso DVD 7-Inch Player Portable E200 Silver,5672,0.0002,0.9693
"Contoso SLR Camera 35"" M358 Gold",5610,0.0002,0.9695
Contoso 4G MP3 Player E400 Green,5603,0.0002,0.9696
Contoso Bluetooth Notebook Mouse E70 Black,5588,0.0002,0.9698
Proseware Screen 106in M1609 White,5539,0.0002,0.9699
Contoso Integrated Business Phone With card L10 White,5535,0.0002,0.9701
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",5520,0.0002,0.9702
Contoso Dual USB Power Adapter - power adapter E300 White,5488,0.0002,0.9704
Proseware Screen 125in X1609 Silver,5454,0.0002,0.9705
SV 8xDVD E120 Silver,5394,0.0002,0.9707
Proseware Photo Inkjet Printer E290 Green,5388,0.0002,0.9708
The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,5378,0.0002,0.971
Proseware Fax Machine E100 Black,5371,0.0002,0.9711
The Phone Company PDA Handheld 3.5 inch M610 White,5337,0.0001,0.9713
Contoso 16GB New Generation MP5 Player M1650 White,5335,0.0001,0.9714
The Phone Company Microsoft Windows Mobile M200 White,5272,0.0001,0.9716
Fabrikam Social Videographer 2/3'' 17mm E100 White,5266,0.0001,0.9717
SV 4GB Laptop Memory M65 Blue,5227,0.0001,0.9719
Contoso Genuine Leather Grip Belt E322 White,5159,0.0001,0.972
The Phone Company Smart phones 8 GB of Memory M400 Grey,5153,0.0001,0.9722
Proseware LCD19 E1000 White,5115,0.0001,0.9723
"Adventure Works 19"" Color Digital TV E35 White",5112,0.0001,0.9725
SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,5097,0.0001,0.9726
Proseware Screen 85in E1010 Black,5034,0.0001,0.9728
Contoso Bluetooth Notebook Mouse E70 Silver,4997,0.0001,0.9729
A. Datum Slim Digital Camera M180 Green,4988,0.0001,0.973
Proseware Scan Jet Digital Flat Bed Scanner M300 White,4985,0.0001,0.9732
The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,4960,0.0001,0.9733
Proseware Laser Jet All in one X300 Black,4936,0.0001,0.9735
Contoso Carrying Case E312 White,4915,0.0001,0.9736
Contoso Optical USB Mouse M45 Black,4901,0.0001,0.9737
WWI Screen 125in M1611 White,4901,0.0001,0.9739
Contoso Telephoto Conversion Lens M350 Black,4888,0.0001,0.974
A. Datum SLR-like Digital Camera M400 Grey,4874,0.0001,0.9741
SV Car Video AM/FM E1000 Silver,4863,0.0001,0.9743
SV Rechargeable Bluetooth Notebook Mouse E80 Grey,4857,0.0001,0.9744
Contoso Travel Charger for S-Series Battery E302 White,4842,0.0001,0.9745
Proseware LCD24 X300 White,4841,0.0001,0.9747
Contoso Electronic Private Automatic Branch Exchange M90 Black,4827,0.0001,0.9748
Contoso Digital Cameras Lightweight Tripod E316 Pink,4817,0.0001,0.975
WWI Desktop PC2.33 X2330 White,4816,0.0001,0.9751
SV 2GB Laptop memory E800 White,4816,0.0001,0.9752
Contoso Carrying Case E312 Pink,4811,0.0001,0.9754
Contoso Centrex Phone System L10 White,4811,0.0001,0.9755
A. Datum Bridge Digital Camera M300 Silver,4797,0.0001,0.9756
Contoso 16GB New Generation MP5 Player M1650 Silver,4707,0.0001,0.9758
Contoso Touch Stylus Pen E150 Silver,4686,0.0001,0.9759
Proseware CRT19 E201 Black,4677,0.0001,0.976
NT Bluetooth Active Headphones E202 Red,4672,0.0001,0.9762
The Phone Company Smart phones 160x160 M26 Grey,4620,0.0001,0.9763
Contoso Expandable 4-Handset Cordless Phone System M206 White,4588,0.0001,0.9764
Contoso Expandable 4-Handset Cordless Phone System M206 Grey,4560,0.0001,0.9765
SV 40GB USB2.0 Portable Hard Disk E400 Red,4546,0.0001,0.9767
Contoso Private Automatic Branch Exchange M65 White,4535,0.0001,0.9768
WWI Stereo Bluetooth Headphones E1000 Green,4493,0.0001,0.9769
Proseware Screen 125in X1609 Black,4493,0.0001,0.9771
SV 8xDVD E130 Silver,4479,0.0001,0.9772
SV Keyboard E10 Grey,4462,0.0001,0.9773
Contoso 2-Line Corded Cordless Telephone M202 White,4459,0.0001,0.9774
Contoso Bluetooth Notebook Mouse E70 Grey,4445,0.0001,0.9776
The Phone Company PDA Wifi 3.5-inch M200 Black,4419,0.0001,0.9777
Contoso Genuine Leather Grip Belt E322 Black,4409,0.0001,0.9778
Adventure Works LCD17 E200 Black,4401,0.0001,0.9779
Proseware Fax Machine E100 Grey,4384,0.0001,0.978
Contoso 4GB Portable MP3 Player M450 White,4377,0.0001,0.9782
Proseware Laser Fax Printer M250 Green,4358,0.0001,0.9783
SV DVD Recorder L240 Gold,4318,0.0001,0.9784
Contoso Multi-Use Terminal Cable E308 Silver,4279,0.0001,0.9785
Contoso 2-Line Speakerphone M109 Grey,4241,0.0001,0.9787
Contoso 32GB Video MP3 Player M3200 Black,4236,0.0001,0.9788
Contoso 4 Handset Cordless Phone System M86 Grey,4189,0.0001,0.9789
Contoso Multimedia Speakers M25 Brown,4183,0.0001,0.979
WWI Screen 85in E1010 Black,4131,0.0001,0.9791
Litware Home Theater System 7.1 Channel X711 Silver,4108,0.0001,0.9792
The Phone Company Smart phones 4 GB of Memory M300 Black,4106,0.0001,0.9794
Reusable Phone Screen Protector E120,4101,0.0001,0.9795
SV 22xDVD M600 Silver,4065,0.0001,0.9796
WWI Projector 480p LCD12 Silver,4039,0.0001,0.9797
Contoso 4 Handset Cordless Phone System M86 Black,3994,0.0001,0.9798
A. Datum Slim Digital Camera M180 Silver,3971,0.0001,0.9799
Adventure Works CRT15 E101 White,3970,0.0001,0.98
Proseware Laser Jet Color Printer X300 White,3965,0.0001,0.9801
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",3960,0.0001,0.9803
The Phone Company Microsoft Windows Mobile M200 Gold,3944,0.0001,0.9804
The Phone Company Smart phones 320 x 320 M86 Gold,3942,0.0001,0.9805
Contoso Centrex Phone System L10 Grey,3939,0.0001,0.9806
Contoso In front of Centrex L15 Black,3937,0.0001,0.9807
Contoso Mini Battery Charger Kit E320 Silver,3927,0.0001,0.9808
Contoso behind Centrex X15 Grey,3926,0.0001,0.9809
Contoso behind Centrex X15 Black,3907,0.0001,0.981
Contoso Electronic Private Automatic Branch Exchange M90 White,3894,0.0001,0.9811
Contoso 2-Line Speakerphone M109 White,3893,0.0001,0.9812
Proseware Screen 106in M1609 Black,3890,0.0001,0.9814
Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,3886,0.0001,0.9815
Contoso Carrying Case E312 Blue,3885,0.0001,0.9816
Contoso Original K1m Li-Ion Standard Battery E170 Silver,3874,0.0001,0.9817
Adventure Works LCD15 E100 Black,3856,0.0001,0.9818
WWI LCD20 M220 White,3853,0.0001,0.9819
Contoso Multimedia Speakers M25 White,3849,0.0001,0.982
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,3844,0.0001,0.9821
SV 512MB Laptop memory E800 Silver,3813,0.0001,0.9822
Adventure Works LCD20W M240 White,3809,0.0001,0.9823
Proseware Laser Fax Printer E100 Black,3804,0.0001,0.9824
Contoso Expandable1-Handset Cordless Phone System M207 Grey,3786,0.0001,0.9825
SV DVD External DVD Burner M200 Grey,3783,0.0001,0.9827
Contoso Rechargeable Li-Ion Battery Pack E300 White,3779,0.0001,0.9828
WWI 2GB Spy Video Recorder Pen M300 Silver,3774,0.0001,0.9829
A. Datum Point Shoot Digital Camera M500 Silver,3770,0.0001,0.983
SV PCI Network Adapter E904 Silver,3736,0.0001,0.9831
Contoso Behind Centrex X15 White,3731,0.0001,0.9832
"Adventure Works 15.6"" LCD TV M130W White",3728,0.0001,0.9833
Contoso 8GB Super-Slim MP3/Video Player M800 White,3689,0.0001,0.9834
Contoso Digital Cameras Lightweight Tripod E316 Black,3678,0.0001,0.9835
SV DVD Player M100 Black,3652,0.0001,0.9836
Contoso Expandable 3-Handset Cordless Phone System M204 Grey,3634,0.0001,0.9837
Contoso Multi-Use Terminal Cable E308 White,3633,0.0001,0.9838
NT Wireless Bluetooth Stereo Headphones E102 Blue,3628,0.0001,0.9839
Proseware LCD24W X300 Black,3616,0.0001,0.984
Contoso Travel Charger for S-Series Battery E302 Silver,3606,0.0001,0.9841
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,3578,0.0001,0.9842
Contoso Dual USB Power Adapter - power adapter E300 Grey,3578,0.0001,0.9843
SV PCI Network Adapter E903 Silver,3519,0.0001,0.9844
Contoso Expandable 3-Handset Cordless Phone System M204 White,3515,0.0001,0.9845
The Phone Company Microsoft Windows Mobile M200 Black,3499,0.0001,0.9846
Contoso Digital Cameras Lightweight Tripod E316 White,3496,0.0001,0.9847
